source,artifact_type,identifier,path,url,retrieved_at,record_count,sha256,notes
td_newsroom,news_json,2021-10-13_td-and-the-canadian-association-of-black-lawyers-help-empowe,data/raw/news/2021-10-13_td-and-the-canadian-association-of-black-lawyers-help-empowe.json,https://stories.td.com/ca/en/news/2021-10-13-td-and-the-canadian-association-of-black-lawyers-help-empowe,2026-04-18T02:05:46+00:00,35.0,84df37e4681bd45a0e136afc38f217a9c3d36dfb6997c38a3b7069812f8da956,parsed headline + body
td_newsroom,news_html,2021-10-15_six-of-canada-27s-largest-banks-join-united-nations-convened-n,data/raw/news/2021-10-15_six-of-canada-27s-largest-banks-join-united-nations-convened-n.html,https://stories.td.com/ca/en/news/2021-10-15-six-of-canada-27s-largest-banks-join-united-nations-convened-n,2026-04-18T02:05:47+00:00,,4b5f93eeaba069225bef70e403e50f037be467319cdfac4806ab4f90f81b501b,FY2021Q4; Six of Canada's Largest Banks Join United-Nations-convened Net-Zero Banking Alli
td_newsroom,news_json,2021-10-15_six-of-canada-27s-largest-banks-join-united-nations-convened-n,data/raw/news/2021-10-15_six-of-canada-27s-largest-banks-join-united-nations-convened-n.json,https://stories.td.com/ca/en/news/2021-10-15-six-of-canada-27s-largest-banks-join-united-nations-convened-n,2026-04-18T02:05:47+00:00,23.0,800f97c5bf344dbe7c41e6163c23c84038d378d39e58e65fcd44b7653d170003,parsed headline + body
td_newsroom,news_html,2021-10-18_td-asset-management-inc-announces-td-etf-distributions,data/raw/news/2021-10-18_td-asset-management-inc-announces-td-etf-distributions.html,https://stories.td.com/ca/en/news/2021-10-18-td-asset-management-inc.-announces-td-etf-distributions,2026-04-18T02:05:48+00:00,,6be2bfd859871bd773cce79fe3dc5d086aa93244c71eb35c5bb3b2a1c49a25b1,FY2021Q4; TD Asset Management Inc. Announces TD ETF Distributions
td_newsroom,news_json,2021-10-18_td-asset-management-inc-announces-td-etf-distributions,data/raw/news/2021-10-18_td-asset-management-inc-announces-td-etf-distributions.json,https://stories.td.com/ca/en/news/2021-10-18-td-asset-management-inc.-announces-td-etf-distributions,2026-04-18T02:05:48+00:00,119.0,d48346eecd8f8a4d3e53e4d141a99493286ca9a152e72cd7e82b49500b05fff9,parsed headline + body
td_newsroom,news_html,2021-10-18_td-bank-group-comments-on-expected-impact-of-the-charles-sch,data/raw/news/2021-10-18_td-bank-group-comments-on-expected-impact-of-the-charles-sch.html,https://stories.td.com/ca/en/news/2021-10-18-td-bank-group-comments-on-expected-impact-of-the-charles-sch,2026-04-18T02:05:48+00:00,,33f8998a68ab74509f225161a73658f6e8ce6e6e115bdedb3f00e8d0b8ec5e8b,FY2021Q4; TD Bank Group Comments on Expected Impact of the Charles Schwab Corporation's Th
td_newsroom,news_json,2021-10-18_td-bank-group-comments-on-expected-impact-of-the-charles-sch,data/raw/news/2021-10-18_td-bank-group-comments-on-expected-impact-of-the-charles-sch.json,https://stories.td.com/ca/en/news/2021-10-18-td-bank-group-comments-on-expected-impact-of-the-charles-sch,2026-04-18T02:05:48+00:00,17.0,a75f00c861ce59df1eaceecb55cae2b6c81258ab4641f6608507a1ac5d41a5aa,parsed headline + body
td_newsroom,news_html,2021-10-19_1-in-3-canadian-parents-surveyed-aren-27t-confident-they-27re-se,data/raw/news/2021-10-19_1-in-3-canadian-parents-surveyed-aren-27t-confident-they-27re-se.html,https://stories.td.com/ca/en/news/2021-10-19-1-in-3-canadian-parents-surveyed-aren-27t-confident-they-27re-se,2026-04-18T02:05:49+00:00,,5833ce52920d5dee1f1fdb33c7a02839de6072186e781e8364dd575656eea664,FY2021Q4; 1-In-3 Canadian Parents Surveyed Aren't Confident They're Setting a Healthy Fina
td_newsroom,news_json,2021-10-19_1-in-3-canadian-parents-surveyed-aren-27t-confident-they-27re-se,data/raw/news/2021-10-19_1-in-3-canadian-parents-surveyed-aren-27t-confident-they-27re-se.json,https://stories.td.com/ca/en/news/2021-10-19-1-in-3-canadian-parents-surveyed-aren-27t-confident-they-27re-se,2026-04-18T02:05:49+00:00,45.0,b54469b71c860b0e518341560c2ec2e7eed2a50864b31697a454d33d7aea38f4,parsed headline + body
td_newsroom,news_html,2021-10-28_td-asset-management-inc-announces-risk-rating-change,data/raw/news/2021-10-28_td-asset-management-inc-announces-risk-rating-change.html,https://stories.td.com/ca/en/news/2021-10-28-td-asset-management-inc.-announces-risk-rating-change,2026-04-18T02:05:50+00:00,,42f33edd65b4655cfbb68c7de865addb1a3030b90fec64a9b3ae8216baeaf786,FY2021Q4; TD Asset Management Inc. Announces Risk Rating Change
td_newsroom,news_json,2021-10-28_td-asset-management-inc-announces-risk-rating-change,data/raw/news/2021-10-28_td-asset-management-inc-announces-risk-rating-change.json,https://stories.td.com/ca/en/news/2021-10-28-td-asset-management-inc.-announces-risk-rating-change,2026-04-18T02:05:50+00:00,19.0,e4ba8818312712cc1d6a201f839af9e100b2412abc1f35ab31cdd48ee3cefe44,parsed headline + body
td_newsroom,news_html,2021-10-28_td-bank-group-announces-changes-to-senior-executive-team,data/raw/news/2021-10-28_td-bank-group-announces-changes-to-senior-executive-team.html,https://stories.td.com/ca/en/news/2021-10-28-td-bank-group-announces-changes-to-senior-executive-team,2026-04-18T02:05:50+00:00,,aaa14765a778d46ebeded816badcb5c6fe49582eccb238bc267f205763a0da18,FY2021Q4; TD Bank Group Announces Changes to Senior Executive Team
td_newsroom,news_json,2021-10-28_td-bank-group-announces-changes-to-senior-executive-team,data/raw/news/2021-10-28_td-bank-group-announces-changes-to-senior-executive-team.json,https://stories.td.com/ca/en/news/2021-10-28-td-bank-group-announces-changes-to-senior-executive-team,2026-04-18T02:05:50+00:00,47.0,0f8d96d9c84a2feb6b84fc54d3d8e7dd02848ea2ac7b14d00d85fadccaac6eb4,parsed headline + body
td_newsroom,news_html,2021-11-09_td-recognized-for-leading-in-functionality-and-user-experien,data/raw/news/2021-11-09_td-recognized-for-leading-in-functionality-and-user-experien.html,https://stories.td.com/ca/en/news/2021-11-09-td-recognized-for-leading-in-functionality-and-user-experien,2026-04-18T02:05:51+00:00,,7d489e1499662db808997396ece82f2d4747bfc2387aae5fbd42a81579ff9edf,FY2022Q1; TD Recognized for Leading in Functionality and User Experience in Digital Experi
td_newsroom,news_json,2021-11-09_td-recognized-for-leading-in-functionality-and-user-experien,data/raw/news/2021-11-09_td-recognized-for-leading-in-functionality-and-user-experien.json,https://stories.td.com/ca/en/news/2021-11-09-td-recognized-for-leading-in-functionality-and-user-experien,2026-04-18T02:05:51+00:00,19.0,54cf97138afca9098991cc07cfe182769c034d8f6744fcb293401ba0c48d310d,parsed headline + body
td_newsroom,news_html,2021-11-10_media-advisory-td-bank-group-to-release-fourth-quarter-fin,data/raw/news/2021-11-10_media-advisory-td-bank-group-to-release-fourth-quarter-fin.html,https://stories.td.com/ca/en/news/2021-11-10-media-advisory---td-bank-group-to-release-fourth-quarter-fin,2026-04-18T02:05:52+00:00,,70fbb17d32e37765f91fa326cf1c6eb78de24d8bdfaf8529bcb08c7197f6d691,FY2022Q1; Media Advisory - TD Bank Group to Release Fourth Quarter Financial Results
td_newsroom,news_json,2021-11-10_media-advisory-td-bank-group-to-release-fourth-quarter-fin,data/raw/news/2021-11-10_media-advisory-td-bank-group-to-release-fourth-quarter-fin.json,https://stories.td.com/ca/en/news/2021-11-10-media-advisory---td-bank-group-to-release-fourth-quarter-fin,2026-04-18T02:05:52+00:00,17.0,7dfd90012d83b0dbf21c24f8ef675af3a48545817477138ab85627175296e34e,parsed headline + body
td_newsroom,news_html,2021-11-16_td-asset-management-inc-announces-td-etf-distributions,data/raw/news/2021-11-16_td-asset-management-inc-announces-td-etf-distributions.html,https://stories.td.com/ca/en/news/2021-11-16-td-asset-management-inc.-announces-td-etf-distributions,2026-04-18T02:05:52+00:00,,b380560f2f227dbe60627597d53b88c0cf6e07a8719d8ef8be3a13eb53291462,FY2022Q1; TD Asset Management Inc. Announces TD ETF Distributions
td_newsroom,news_json,2021-11-16_td-asset-management-inc-announces-td-etf-distributions,data/raw/news/2021-11-16_td-asset-management-inc-announces-td-etf-distributions.json,https://stories.td.com/ca/en/news/2021-11-16-td-asset-management-inc.-announces-td-etf-distributions,2026-04-18T02:05:52+00:00,119.0,2c52f6ab5a0462d11b24a3498df2812825b576fe1d2fd95f1a90b8e428bfa83c,parsed headline + body
td_newsroom,news_html,2021-11-17_td-asset-management-inc-announces-estimated-annual-reinvest,data/raw/news/2021-11-17_td-asset-management-inc-announces-estimated-annual-reinvest.html,https://stories.td.com/ca/en/news/2021-11-17-td-asset-management-inc.-announces-estimated-annual-reinvest,2026-04-18T02:05:53+00:00,,4bed1461164bd51b892bda3eb250ae2a9c52e0e18749e5e148dc5e1da42d4465,FY2022Q1; TD Asset Management Inc. Announces Estimated Annual Reinvested Distributions for
td_newsroom,news_json,2021-11-17_td-asset-management-inc-announces-estimated-annual-reinvest,data/raw/news/2021-11-17_td-asset-management-inc-announces-estimated-annual-reinvest.json,https://stories.td.com/ca/en/news/2021-11-17-td-asset-management-inc.-announces-estimated-annual-reinvest,2026-04-18T02:05:53+00:00,237.0,8bb5ef2d95442e0371085a236ec59976ade62f7a3bd1f6cf1435c294c1742619,parsed headline + body
td_newsroom,news_html,2021-11-18_td-bank-group-ranked-among-most-sustainable-companies-accord,data/raw/news/2021-11-18_td-bank-group-ranked-among-most-sustainable-companies-accord.html,https://stories.td.com/ca/en/news/2021-11-18-td-bank-group-ranked-among-most-sustainable-companies-accord,2026-04-18T02:05:54+00:00,,d2223b3e51f9921398102a4a1d1621af76a5f580f04ec3ab54b2deebba94ff7c,FY2022Q1; TD Bank Group ranked among most sustainable companies according to the Dow Jones
td_newsroom,news_json,2021-11-18_td-bank-group-ranked-among-most-sustainable-companies-accord,data/raw/news/2021-11-18_td-bank-group-ranked-among-most-sustainable-companies-accord.json,https://stories.td.com/ca/en/news/2021-11-18-td-bank-group-ranked-among-most-sustainable-companies-accord,2026-04-18T02:05:54+00:00,23.0,261475102d1f986594fa3e35a316d27faea1c4f3d7b4c6b8541a01fc6c07e370,parsed headline + body
td_newsroom,news_html,2021-11-18_td-asset-management-inc-funds-recognized-in-four-categories,data/raw/news/2021-11-18_td-asset-management-inc-funds-recognized-in-four-categories.html,https://stories.td.com/ca/en/news/2021-11-18-td-asset-management-inc.-funds-recognized-in-four-categories,2026-04-18T02:05:55+00:00,,2180742f1da722e2bd08191ec1e1c977a9d6592d102ee6eb91ef87fc8f7bf077,FY2022Q1; TD Asset Management Inc. Funds Recognized in Four Categories at the 2021 Refinit
td_newsroom,news_json,2021-11-18_td-asset-management-inc-funds-recognized-in-four-categories,data/raw/news/2021-11-18_td-asset-management-inc-funds-recognized-in-four-categories.json,https://stories.td.com/ca/en/news/2021-11-18-td-asset-management-inc.-funds-recognized-in-four-categories,2026-04-18T02:05:55+00:00,75.0,c56bc18d11d66609e7060fb6e4c77637f1fb0f5df28f6682ee3f1c2fb0aad550,parsed headline + body
td_newsroom,news_html,2021-11-29_td-named-best-consumer-digital-bank-in-north-america,data/raw/news/2021-11-29_td-named-best-consumer-digital-bank-in-north-america.html,https://stories.td.com/ca/en/news/2021-11-29-td-named-best-consumer-digital-bank-in-north-america,2026-04-18T02:05:55+00:00,,f243774bad5da4f54f92032d3ab1af43ba2e97743ca9f567f4f314595af50edc,FY2022Q1; TD Named Best Consumer Digital Bank in North America
td_newsroom,news_json,2021-11-29_td-named-best-consumer-digital-bank-in-north-america,data/raw/news/2021-11-29_td-named-best-consumer-digital-bank-in-north-america.json,https://stories.td.com/ca/en/news/2021-11-29-td-named-best-consumer-digital-bank-in-north-america,2026-04-18T02:05:55+00:00,37.0,a999434d21754bdf6f3956627d62e267e4d68bd6e64593c4fb44b8cfefb2580e,parsed headline + body
td_newsroom,news_html,2021-11-30_2fr-e-p-e-at-media-advisory-td-bank-group-to-release-fourt,data/raw/news/2021-11-30_2fr-e-p-e-at-media-advisory-td-bank-group-to-release-fourt.html,https://stories.td.com/ca/en/news/2021-11-30--2fr-e-p-e-at--media-advisory---td-bank-group-to-release-fourt,2026-04-18T02:05:56+00:00,,7d6a98407a4678262c71a1a7b8c9086c3ef4b7e649a13af3f4fdd6f8a59e8b97,FY2022Q1; /R E P E AT -Media Advisory - TD Bank Group to Release Fourth Quarter Financial 
td_newsroom,news_json,2021-11-30_2fr-e-p-e-at-media-advisory-td-bank-group-to-release-fourt,data/raw/news/2021-11-30_2fr-e-p-e-at-media-advisory-td-bank-group-to-release-fourt.json,https://stories.td.com/ca/en/news/2021-11-30--2fr-e-p-e-at--media-advisory---td-bank-group-to-release-fourt,2026-04-18T02:05:56+00:00,17.0,7081de868ffd6d06ffc2b65fca4132a7b6f072b18c289ef7df7a51c2d98f052c,parsed headline + body
td_newsroom,news_html,2021-11-30_td-asset-management-launches-three-new-exchange-traded-funds,data/raw/news/2021-11-30_td-asset-management-launches-three-new-exchange-traded-funds.html,https://stories.td.com/ca/en/news/2021-11-30-td-asset-management-launches-three-new-exchange-traded-funds,2026-04-18T02:05:57+00:00,,3965fa374ff5ccae98822fa2acecc24297aa9a2e1483de1fe5f0b19a12361e64,FY2022Q1; TD Asset Management launches three new Exchange-Traded Funds to help clients inv
td_newsroom,news_json,2021-11-30_td-asset-management-launches-three-new-exchange-traded-funds,data/raw/news/2021-11-30_td-asset-management-launches-three-new-exchange-traded-funds.json,https://stories.td.com/ca/en/news/2021-11-30-td-asset-management-launches-three-new-exchange-traded-funds,2026-04-18T02:05:57+00:00,65.0,6e72f3ec19ba9886818a70574d9db83637329089bd52718a070e38314602dbad,parsed headline + body
td_newsroom,news_html,2021-11-30_td-announces-its-commitment-to-supporting-newcomer-2c-settleme,data/raw/news/2021-11-30_td-announces-its-commitment-to-supporting-newcomer-2c-settleme.html,https://stories.td.com/ca/en/news/2021-11-30-td-announces-its-commitment-to-supporting-newcomer-2c-settleme,2026-04-18T02:05:58+00:00,,098858733ca694fd42f55ee927f22f2ce64b1aa56b6fd24657c8b66cf18c029e,"FY2022Q1; TD announces its commitment to supporting newcomer, settlement and refugee progr"
td_newsroom,news_json,2021-11-30_td-announces-its-commitment-to-supporting-newcomer-2c-settleme,data/raw/news/2021-11-30_td-announces-its-commitment-to-supporting-newcomer-2c-settleme.json,https://stories.td.com/ca/en/news/2021-11-30-td-announces-its-commitment-to-supporting-newcomer-2c-settleme,2026-04-18T02:05:58+00:00,35.0,780ac715f6b6f5c232b6ceb8a483d2184fe5db843c6c3122eed8f69105dc664b,parsed headline + body
td_newsroom,news_html,2021-12-02_td-bank-group-announces-intention-to-repurchase-for-cancella,data/raw/news/2021-12-02_td-bank-group-announces-intention-to-repurchase-for-cancella.html,https://stories.td.com/ca/en/news/2021-12-02-td-bank-group-announces-intention-to-repurchase-for-cancella,2026-04-18T02:05:59+00:00,,d0ea03c3f66dc12bb8d400b2f26fe60702a3a516dc23f14f201ea39f4f4eb563,FY2022Q1; TD Bank Group Announces Intention to Repurchase for Cancellation up to 50 Millio
td_newsroom,news_json,2021-12-02_td-bank-group-announces-intention-to-repurchase-for-cancella,data/raw/news/2021-12-02_td-bank-group-announces-intention-to-repurchase-for-cancella.json,https://stories.td.com/ca/en/news/2021-12-02-td-bank-group-announces-intention-to-repurchase-for-cancella,2026-04-18T02:05:59+00:00,19.0,7b9925d0d60e193922e5a3c20240606dc5639f8ad0fa838976f873cbdebac760,parsed headline + body
td_newsroom,news_html,2021-12-02_td-bank-group-declares-dividends,data/raw/news/2021-12-02_td-bank-group-declares-dividends.html,https://stories.td.com/ca/en/news/2021-12-02-td-bank-group-declares-dividends,2026-04-18T02:05:59+00:00,,9d7cad8084fb016a1f60231d2e4b2c4b5fdb0c58e045a537a7a3ce97be15c1db,FY2022Q1; TD Bank Group Declares Dividends
td_newsroom,news_json,2021-12-02_td-bank-group-declares-dividends,data/raw/news/2021-12-02_td-bank-group-declares-dividends.json,https://stories.td.com/ca/en/news/2021-12-02-td-bank-group-declares-dividends,2026-04-18T02:05:59+00:00,43.0,64a997f941520ae37fcd121275189c56672c94df29b11c9b5a7ef7e40570a4f8,parsed headline + body
td_newsroom,news_html,2021-12-02_td-bank-group-reports-fourth-quarter-and-fiscal-2021-results,data/raw/news/2021-12-02_td-bank-group-reports-fourth-quarter-and-fiscal-2021-results.html,https://stories.td.com/ca/en/news/2021-12-02-td-bank-group-reports-fourth-quarter-and-fiscal-2021-results,2026-04-18T02:06:00+00:00,,fc8fa88948db264931cc71db3ee2c25af6df55468c9b8168481e438826fcc228,FY2022Q1; TD Bank Group Reports Fourth Quarter and Fiscal 2021 Results
td_newsroom,news_json,2021-12-02_td-bank-group-reports-fourth-quarter-and-fiscal-2021-results,data/raw/news/2021-12-02_td-bank-group-reports-fourth-quarter-and-fiscal-2021-results.json,https://stories.td.com/ca/en/news/2021-12-02-td-bank-group-reports-fourth-quarter-and-fiscal-2021-results,2026-04-18T02:06:00+00:00,6307.0,e5ff10ef04e8b3b8e997791c5d2f0b5c3328e3f9d1c3b04df3f082f6f6b9080c,parsed headline + body
td_newsroom,news_html,2021-12-03_a-world-of-opportunity-3a-td-asset-management-inc-launches-tw,data/raw/news/2021-12-03_a-world-of-opportunity-3a-td-asset-management-inc-launches-tw.html,https://stories.td.com/ca/en/news/2021-12-03-a-world-of-opportunity-3a-td-asset-management-inc.-launches-tw,2026-04-18T02:06:01+00:00,,f29f069b67f15d0b5316bbd8b1edd5e998f054f621dd35a264664e84c5595aa6,FY2022Q1; A World of Opportunity: TD Asset Management Inc. Launches Two New Global Equity 
td_newsroom,news_json,2021-12-03_a-world-of-opportunity-3a-td-asset-management-inc-launches-tw,data/raw/news/2021-12-03_a-world-of-opportunity-3a-td-asset-management-inc-launches-tw.json,https://stories.td.com/ca/en/news/2021-12-03-a-world-of-opportunity-3a-td-asset-management-inc.-launches-tw,2026-04-18T02:06:01+00:00,27.0,37b6336e25628e1c27a1e670c7f732d333678c9f73e358d433810cc7622cd48d,parsed headline + body
td_newsroom,news_html,2021-12-06_joint-statement-by-canadian-banks-and-life-insurance-compani,data/raw/news/2021-12-06_joint-statement-by-canadian-banks-and-life-insurance-compani.html,https://stories.td.com/ca/en/news/2021-12-06-joint-statement-by-canadian-banks-and-life-insurance-compani,2026-04-18T02:06:02+00:00,,04b7e69cef73dff37ca43c6c54cb502dc7da02acfa535f68dc0cdcdf825e1443,FY2022Q1; Joint Statement by Canadian Banks and Life Insurance Companies Regarding Annual 
td_newsroom,news_json,2021-12-06_joint-statement-by-canadian-banks-and-life-insurance-compani,data/raw/news/2021-12-06_joint-statement-by-canadian-banks-and-life-insurance-compani.json,https://stories.td.com/ca/en/news/2021-12-06-joint-statement-by-canadian-banks-and-life-insurance-compani,2026-04-18T02:06:02+00:00,195.0,bc74c2d298358a8e69ab5f6c63baabe0c02c1027f696a82e867e4ebed8eefba0,parsed headline + body
td_newsroom,news_html,2021-12-08_td-empowers-customers-with-new-intuitive-mobile-app-experien,data/raw/news/2021-12-08_td-empowers-customers-with-new-intuitive-mobile-app-experien.html,https://stories.td.com/ca/en/news/2021-12-08-td-empowers-customers-with-new-intuitive-mobile-app-experien,2026-04-18T02:06:03+00:00,,894d1336f287befd7985813e8adc8856323da635c9c90cac884d64aef5e47f80,FY2022Q1; TD empowers customers with new intuitive mobile app experiences
td_newsroom,news_json,2021-12-08_td-empowers-customers-with-new-intuitive-mobile-app-experien,data/raw/news/2021-12-08_td-empowers-customers-with-new-intuitive-mobile-app-experien.json,https://stories.td.com/ca/en/news/2021-12-08-td-empowers-customers-with-new-intuitive-mobile-app-experien,2026-04-18T02:06:03+00:00,35.0,a835a5746da1cde9436c7a96354c3d2a19e73c13f01bcde82722e01cbbe91d42,parsed headline + body
td_newsroom,news_html,2021-12-13_td-bank-group-engages-diversity-firms-to-actively-lead-a-us-24,data/raw/news/2021-12-13_td-bank-group-engages-diversity-firms-to-actively-lead-a-us-24.html,https://stories.td.com/ca/en/news/2021-12-13-td-bank-group-engages-diversity-firms-to-actively-lead-a-us-24,2026-04-18T02:06:03+00:00,,6ba79f45632e394432b004ef1d04b6eeda843568b8231216a9b5d1b8a7b9ded7,FY2022Q1; TD Bank Group Engages Diversity Firms to Actively Lead a US$500 Million Green Bo
td_newsroom,news_json,2021-12-13_td-bank-group-engages-diversity-firms-to-actively-lead-a-us-24,data/raw/news/2021-12-13_td-bank-group-engages-diversity-firms-to-actively-lead-a-us-24.json,https://stories.td.com/ca/en/news/2021-12-13-td-bank-group-engages-diversity-firms-to-actively-lead-a-us-24,2026-04-18T02:06:03+00:00,39.0,70a3f1bf03607f91d935e37982adeff8b5ff321ad363c3e9dc1dfd77706747ed,parsed headline + body
td_newsroom,news_html,2021-12-22_td-asset-management-inc-announces-final-annual-reinvested-d,data/raw/news/2021-12-22_td-asset-management-inc-announces-final-annual-reinvested-d.html,https://stories.td.com/ca/en/news/2021-12-22-td-asset-management-inc.-announces-final-annual-reinvested-d,2026-04-18T02:06:04+00:00,,8e08c32c067e498e801f3f156306be8eb0f571aa6b73a68a6d120a00e49dc5c0,FY2022Q1; TD Asset Management Inc. Announces Final Annual Reinvested Distributions for cer
td_newsroom,news_json,2021-12-22_td-asset-management-inc-announces-final-annual-reinvested-d,data/raw/news/2021-12-22_td-asset-management-inc-announces-final-annual-reinvested-d.json,https://stories.td.com/ca/en/news/2021-12-22-td-asset-management-inc.-announces-final-annual-reinvested-d,2026-04-18T02:06:04+00:00,195.0,a70e71dc7ee20aa4b14fb073556a27cbb8aebe7cebe1626d9d3283daf37c3d04,parsed headline + body
td_newsroom,news_html,2021-12-22_td-asset-management-inc-announces-td-etf-distributions,data/raw/news/2021-12-22_td-asset-management-inc-announces-td-etf-distributions.html,https://stories.td.com/ca/en/news/2021-12-22-td-asset-management-inc.-announces-td-etf-distributions,2026-04-18T02:06:04+00:00,,e733495521f2540bb9636e7ffc0fda6b6f73a6aa4e39090f43629be45a65d451,FY2022Q1; TD Asset Management Inc. Announces TD ETF Distributions
td_newsroom,news_json,2021-12-22_td-asset-management-inc-announces-td-etf-distributions,data/raw/news/2021-12-22_td-asset-management-inc-announces-td-etf-distributions.json,https://stories.td.com/ca/en/news/2021-12-22-td-asset-management-inc.-announces-td-etf-distributions,2026-04-18T02:06:04+00:00,239.0,68baf4437c45a75014a83922432435ddddcc65777f61ae130802ae7c1a2546b5,parsed headline + body
td_newsroom,news_html,2021-12-28_media-advisory-td-bank-group-executive-to-present-at-the-r,data/raw/news/2021-12-28_media-advisory-td-bank-group-executive-to-present-at-the-r.html,https://stories.td.com/ca/en/news/2021-12-28-media-advisory---td-bank-group-executive-to-present-at-the-r,2026-04-18T02:06:05+00:00,,44c437e6adc19216ba28bae4de9f78180e028a36613a05ab99f9ee4e00a5e17d,FY2022Q1; MEDIA ADVISORY - TD Bank Group Executive to Present at the RBC Capital Markets B
td_newsroom,news_json,2021-12-28_media-advisory-td-bank-group-executive-to-present-at-the-r,data/raw/news/2021-12-28_media-advisory-td-bank-group-executive-to-present-at-the-r.json,https://stories.td.com/ca/en/news/2021-12-28-media-advisory---td-bank-group-executive-to-present-at-the-r,2026-04-18T02:06:05+00:00,7.0,88d74fc7c6b5951b54815a3736bb0431fa3ddc96291ceb6b39793201c0cdd2f3,parsed headline + body
td_newsroom,news_html,2022-01-07_the-toronto-dominion-bank-receives-regulatory-approval-for-n,data/raw/news/2022-01-07_the-toronto-dominion-bank-receives-regulatory-approval-for-n.html,https://stories.td.com/ca/en/news/2022-01-07-the-toronto-dominion-bank-receives-regulatory-approval-for-n,2026-04-18T02:06:06+00:00,,8f67e4651d590ba7688030ccb1094660f03e257edb32281c4f337f35b8b6c1d2,FY2022Q1; The Toronto-Dominion Bank Receives Regulatory Approval for Normal Course Issuer 
td_newsroom,news_json,2022-01-07_the-toronto-dominion-bank-receives-regulatory-approval-for-n,data/raw/news/2022-01-07_the-toronto-dominion-bank-receives-regulatory-approval-for-n.json,https://stories.td.com/ca/en/news/2022-01-07-the-toronto-dominion-bank-receives-regulatory-approval-for-n,2026-04-18T02:06:06+00:00,27.0,0d164779e0fb8b797a68ca72ace06c9cde0701d5bf88d75ae38a4b905c3081ad,parsed headline + body
td_newsroom,news_html,2022-01-11_canadian-renters-at-risk-of-expensive-repair-or-replacement,data/raw/news/2022-01-11_canadian-renters-at-risk-of-expensive-repair-or-replacement.html,https://stories.td.com/ca/en/news/2022-01-11-canadian-renters-at-risk-of-expensive-repair-or-replacement,2026-04-18T02:06:07+00:00,,5be4be14b5d0254d338de27df42f62a042b9465815dc0cf50ed6457630b7bf8d,FY2022Q1; Canadian renters at risk of expensive repair or replacement costs of important p
td_newsroom,news_json,2022-01-11_canadian-renters-at-risk-of-expensive-repair-or-replacement,data/raw/news/2022-01-11_canadian-renters-at-risk-of-expensive-repair-or-replacement.json,https://stories.td.com/ca/en/news/2022-01-11-canadian-renters-at-risk-of-expensive-repair-or-replacement,2026-04-18T02:06:07+00:00,49.0,0c23c9004a5013ec75f4663b2a5b5130c93b3283f5ea48c73d1c2085581d4023,parsed headline + body
td_newsroom,news_html,2022-01-12_td-asset-management-inc-announces-final-annual-reinvested-d,data/raw/news/2022-01-12_td-asset-management-inc-announces-final-annual-reinvested-d.html,https://stories.td.com/ca/en/news/2022-01-12-td-asset-management-inc.-announces-final-annual-reinvested-d,2026-04-18T02:06:07+00:00,,3218b2a6b422c3d138b66813bec44c90189984bc105a9b9370655dfb6e82972c,FY2022Q1; TD Asset Management Inc. Announces Final Annual Reinvested Distributions for TD 
td_newsroom,news_json,2022-01-12_td-asset-management-inc-announces-final-annual-reinvested-d,data/raw/news/2022-01-12_td-asset-management-inc-announces-final-annual-reinvested-d.json,https://stories.td.com/ca/en/news/2022-01-12-td-asset-management-inc.-announces-final-annual-reinvested-d,2026-04-18T02:06:07+00:00,109.0,7bca8622a7d0c2522fbe4cdd21e1c8c2da3f7c2752f2106d294cf8a7f18be706,parsed headline + body
td_newsroom,news_html,2022-01-17_investing-simplified-3a-td-launches-new-mobile-app-td-easy-tra,data/raw/news/2022-01-17_investing-simplified-3a-td-launches-new-mobile-app-td-easy-tra.html,https://stories.td.com/ca/en/news/2022-01-17-investing-simplified-3a-td-launches-new-mobile-app-td-easy-tra,2026-04-18T02:06:08+00:00,,15c67bf16579c4b0bfe22d659821e29bea7fc2865e5706e358e7a4c5518d9818,FY2022Q1; Investing simplified: TD launches new mobile app TD Easy Trade
td_newsroom,news_json,2022-01-17_investing-simplified-3a-td-launches-new-mobile-app-td-easy-tra,data/raw/news/2022-01-17_investing-simplified-3a-td-launches-new-mobile-app-td-easy-tra.json,https://stories.td.com/ca/en/news/2022-01-17-investing-simplified-3a-td-launches-new-mobile-app-td-easy-tra,2026-04-18T02:06:08+00:00,75.0,78f6a0e7ccc91ff182e25eba1dd505450b9f033283466676b455bbd39e080031,parsed headline + body
td_newsroom,news_html,2022-01-18_td-asset-management-inc-announces-td-etf-distributions,data/raw/news/2022-01-18_td-asset-management-inc-announces-td-etf-distributions.html,https://stories.td.com/ca/en/news/2022-01-18-td-asset-management-inc.-announces-td-etf-distributions,2026-04-18T02:06:09+00:00,,e10dbd4e3dcd7ddb6f145c0568817481d9cfe55c98618df0664a02faeba7ebfd,FY2022Q1; TD Asset Management Inc. Announces TD ETF Distributions
td_newsroom,news_json,2022-01-18_td-asset-management-inc-announces-td-etf-distributions,data/raw/news/2022-01-18_td-asset-management-inc-announces-td-etf-distributions.json,https://stories.td.com/ca/en/news/2022-01-18-td-asset-management-inc.-announces-td-etf-distributions,2026-04-18T02:06:09+00:00,119.0,ae216b8c3d4d43f187d4e4741fc7f36a7978ed082bb8cd1078f79b10c6f36f14,parsed headline + body
